"","nome","responsabilidade","municipio","uf","logradouro","termo_convenio","data_de_entrega","pagamento_total","valor_pacutado","problema_encontrado"
"552","escola proinfância","Municipal","São João de Pirabas","PA","avenida pescada amarela","1547/2011","2018-08-10","829681","870967","paralisada / já devia ter sido entregue"
"553","Santa Rita de Cássia","Municipal","Jaraguari","MS","rua goias","4047/2013","2018-08-24","897958","1600896","em andamento / já devia ter sido entregue"
"554","BAIRRO VILA MARIANA TIPO B","Municipal","Imperatriz","MA","rua santa rita, próximo rua gilmáro café, bairro vila mariana","2490/2012","2018-08-28","1128247","1609297","em andamento / já devia ter sido entregue"
"555","CRECHE MUNICIPAL","Municipal","Leandro Ferreira","MG","rua josé camilo sem número","10898/2014","2018-01-31","411026","1436083","em andamento / já devia ter sido entregue"
"556","CRECHE ESCOLA JARDIM ADRIANA","Municipal","Pontes e Lacerda","MT","avenida municipal","188/2011","2018-12-28","906118","1841937","paralisada"
"557","Jardim Residencial das Palmeiras","Municipal","Rio Claro","SP","estrada dos costas","11176/2014",NA,"371433","3012469","não iniciada"
"558","Creche proinfância","Municipal","Ariquemes","RO","rua paulo coelho","4056/2013","2019-12-31","1413009","2206866","paralisada"
"559","Terreno C","Municipal","Toritama","PE","rua projetada 10","10911/2014","2014-10-08","410472","1097707","não iniciada / já devia ter sido entregue"
"560","JARDIM MORUMBI","Municipal","Uruará","PA","rua mamore","1555/2011","2016-06-30","897011","1826221","paralisada / já devia ter sido entregue"
"561","ÁREA INSTITUCIONAL","Municipal","Sumaré","SP","rua deolindo basso","170/2011","2015-04-30","873124","1868017","em andamento / já devia ter sido entregue"
"562","CENTRO","Municipal","Itacuruba","PE","rua francisco alves da luz","1706/2011","2018-10-30","843829","870426","paralisada"
"563","LOPÃO","Municipal","Goianésia do Pará","PA","av minas gerais","1807/2011","2018-11-23","912352","1868235","paralisada"
"564","prefeitura","Municipal","Agrestina","PE","rua jose wilson felix","1134/2011","2017-12-21","840010","870944","em andamento / já devia ter sido entregue"
"565","Terreno da creche vila Novo  Horizonte","Municipal","Nova Esperança do Piriá","PA","Não informado","1804/2011","2018-08-24","1275330","1826221","em andamento / já devia ter sido entregue / sem endereço"
"566","BELA VISTA","Municipal","Peixoto de Azevedo","MT","rua zé doca","1957/2011","2016-07-14","1333345","1728420","paralisada / já devia ter sido entregue"
"567","TERRENO II - BARREIRO","Municipal","Alagoinhas","BA","rua são gabriel","5823/2013","2019-04-16","401492","2977683","não iniciada"
"568","BEIRA MAR","Municipal","Borba","AM","travessa de josé muniz castro","1811/2011","2018-08-30","1756216","1858610","paralisada / já devia ter sido entregue"
"569","CERU","Municipal","Condado","PE","avenida quinze de novembro","114/2011","2015-03-30","1725284","1786940","paralisada / já devia ter sido entregue"
"570","Quadra Angelim","Municipal","Sousa","PB","av joao moreira","125/2011","2012-04-29","840712","864630","paralisada / já devia ter sido entregue"
"571","Rua Alexandre Rodrigues de Carvalho Júnior s/nº","Municipal","Conceição de Ipanema","MG","rua alexandre rodrigues de carvalho júnior","1789/2011","2018-08-07","600783","870863","em andamento / já devia ter sido entregue"
"572","LOTEAMENTO ANA PAULA","Municipal","Porto Alegre","RS","estrada joão antônio silveira","2443/2012",NA,"407838","752478","paralisada"
"573","Centro de Educação Infantil Tia Eusa","Municipal","Cabeceira Grande","MG","Não informado","2461/2012","2018-08-29","1489797","1746604","em andamento / já devia ter sido entregue / sem endereço"
"574","MORADAS DA HIPICA","Municipal","Porto Alegre","RS","Não informado","2443/2012","2017-09-29","826852","1539415","paralisada / já devia ter sido entregue / sem endereço"
"575","COLINAS DA BALTAZAR","Municipal","Porto Alegre","RS","rua lajes","2443/2012","2018-03-31","779459","1539482","em andamento / já devia ter sido entregue"
"576","JARDIM FONTE NOVA - APM-03 - Goiânia - GO","Municipal","Goiânia","GO","ruas fn 26, fn 25 e fn 29","484/2011",NA,"341842","2021917","não iniciada"
"577","RESIDENCIAL SANTA FÉ - APM-07 - Goiânia - GO","Municipal","Goiânia","GO","rua aluísio alvarenga","484/2011",NA,"341842","2003125","não iniciada"
"578","Bosques de Rio Claro","Estadual","Rio Claro","SP","avenida 1a brc","11176/2014",NA,"371433","3012469","não iniciada"
"579","Residencial dos Bosques/Vila Anhanguera","Municipal","Rio Claro","SP","rua 3 vla","11176/2014",NA,"371433","3012469","não iniciada"
"580","JARDIM DE ALÁ","Municipal","Juiz de Fora","MG","rua elmaia cunha","11638/2013",NA,"853458","1656238","não iniciada"
"581","BONFIM","Municipal","Juiz de Fora","MG","rua jovino ribeiro","11638/2013","2014-12-13","429746","1535719","não iniciada / já devia ter sido entregue"
"582","Terreno Proinfância","Municipal","Canápolis","MG","rua 32","1558/2011",NA,"1748255","1813341","paralisada"
"583","CMEI TABUAZEIRO","Municipal","Vitória","ES","avenida coronel josé martins de figueiredo","2498/2012","2014-04-05","918994","4153576","paralisada / já devia ter sido entregue"
"584","terreno da Vila Nova- São Geraldo","Municipal","Orós","CE","rua sdo 01","1882/2011","2018-11-24","1809246","1864793","paralisada"
"585","CRECHE MUNICIPAL DE JUQUITIBA","Municipal","Juquitiba","SP","avenida juscelino k. de oliveira","1085/2011",NA,"1325670","1863242","paralisada"
"586","Creche Guaçu Mirim II","Municipal","Mogi Guaçu","SP","rua josé manoel","1041/2011","2018-08-13","871095","1779442","em andamento / já devia ter sido entregue"
"587","TERRENO NA VIA COSTEIRA","Municipal","Olinda","PE","rua pedro álvares cabral","3998/2013","2014-04-28","362574","1646915","não iniciada / já devia ter sido entregue"
"588","Creche Bela Vista","Municipal","Conselheiro Lafaiete","MG","rua 5","1056/2011","2019-07-27","1791502","1855535","paralisada"
"589","OBRA PUBLICA 2","Municipal","Santo Antônio do Descoberto","GO","av: são josé","2083/2011","2015-09-30","1129918","1565112","paralisada / já devia ter sido entregue"
"590","HENRIQUE LEITE","Municipal","Petrolina","PE","rua projetada 8","10853/2014","2018-10-30","820063","1540064","não iniciada"
"591","TOCANTINS JUSTINÓPOLIS","Municipal","Ribeirão das Neves","MG","rua 7,8,6","4039/2013",NA,"341334","1981660","não iniciada"
"592","Creche e Pré-escola_Caji Picuaia","Municipal","Lauro de Freitas","BA","rua josé leite","3986/2013","2014-09-17","428008","1130500","não iniciada / já devia ter sido entregue"
"593","Creche Village da Luz","Municipal","Cachoeiro de Itapemirim","ES","rua corinto barbosa lima","210/2011","2018-12-30","1215992","1867385","paralisada"
"594","E.M.E.I. Bairro Vila Nova","Municipal","Canguçu","RS","rua marechal deodoro","487/2011","2017-06-06","1724256","1783664","em andamento / já devia ter sido entregue"
"595","Creche e Pré-escola Bairro Jardim Phillipson Park (Praia dos Namorados)","Municipal","Americana","SP","rua nove (jardim phillipson park)","291/2011","2014-01-05","1347626","1866843","paralisada / já devia ter sido entregue"
"596","IRMAOS MARISTA","Municipal","Porto Alegre","RS","rua irmãos maristas","2443/2012","2018-03-31","429216","748082","em andamento / já devia ter sido entregue"
"597","Creche do Bairro Jorge Teixeira IV","Municipal","Manaus","AM","rua são pedro","2491/2012","2012-12-08","940626","1981029","não iniciada / já devia ter sido entregue"
"598","JARDIM URUBATA","Municipal","Porto Alegre","RS","rua alcebíades ribeiro","2443/2012","2018-02-12","346429","748082","paralisada / já devia ter sido entregue"
"599","NOVA ALIANÇA","Municipal","Angelim","PE","bairro nova aliança","1845/2011","2019-02-04","428887","870928","paralisada"
"600","AREA PÚBLICA 03 PARQUE ESTRELA DALVA XIII","Municipal","Santo Antônio do Descoberto","GO","áea pública 03","2083/2011","2015-10-08","1127026","1566071","paralisada / já devia ter sido entregue"
"601","GRANJA SAO SEBASTIÃO","Municipal","Itaquitinga","PE","rua bibiano gomes","10910/2014",NA,"171175","1540064","não iniciada"
"602","LOTEAMENTO NOVA CIDADE","Municipal","Alcantil","PB","rua projetada","111/2011","2018-07-31","1775579","1823361","em andamento / já devia ter sido entregue"
"603","Creche e Pré-escola_Itinga","Municipal","Lauro de Freitas","BA","avenida fortaleza, qd d","3986/2013","2018-06-13","474693","792308","paralisada / já devia ter sido entregue"
"604","Nova Cortes","Municipal","Cortês","PE","rua carlos b. cavalcante","1627/2011","2018-07-12","1278701","1784548","paralisada / já devia ter sido entregue"
"605","Vassouras II","Municipal","Francisco Morato","SP","rua são domingos","5836/2013","2017-06-02","909032","1697208","paralisada / já devia ter sido entregue"
"606","Creche e Pré-escola Bairro Jardim Santo Antonio (Praia Azul)","Municipal","Americana","SP","rua ozório leite de camargo","291/2011","2013-06-07","900557","1837738","paralisada / já devia ter sido entregue"
"607","CRECHE BAIRRO ANGELIM","Municipal","Uruburetama","CE","rua francisco ferreira fonteneles","1393/2011","2016-12-12","1263263","1734811","paralisada / já devia ter sido entregue"
"608","Pre Escola Colinas do Pero","Municipal","Cabo Frio","RJ","rua 23 - esquina com rua 07","1039/2011","2018-10-26","905960","1864281","paralisada"
"609","Creche do Bairro São Joaquim","Municipal","Santa Bárbara d'Oeste","SP","avenida porto ferreira","4981/2013","2014-04-29","273611","1081885","não iniciada / já devia ter sido entregue"
"610","Área pública Lot. Vicente de Carvalho destinada a estabelecimentos da educação municipal","Municipal","Balneário Barra do Sul","SC","ruaa loteamento reinaldo welter","267/2011","2019-04-30","1645537","1743483","paralisada"
"611","Creche Jardim São Miguel","Municipal","Bragança Paulista","SP","Não informado","310/2011","2016-06-10","915430","1868349","paralisada / já devia ter sido entregue / sem endereço"
"612","PROINFÂNCIA TIPO B - RUA FRANCISCO DANTAS- Bairro Edson Queiroz","Municipal","Fortaleza","CE","rua francisco dantas","5854/2013",NA,"172398","2173441","não iniciada"
"613","Creche Figueira do Rio Doce","Municipal","Governador Valadares","MG","rua c","529/2011",NA,"916306","2178692","não iniciada"
"614","Pre Escola Samburá","Municipal","Cabo Frio","RJ","rua torre","386/2011","2018-11-23","998285","1868201","paralisada"
"615","Lote urbano numero 8","Municipal","Camaquã","RS","rua belmiro gonçalves","485/2011",NA,"828672","859499","paralisada"
"616","Pre Escola Caminho de Búzios","Municipal","Cabo Frio","RJ","rua c - esquina com ruas 03 e 04","1039/2011","2018-12-15","389310","864016","paralisada"
"617","Escola Pró-infância - sede","Municipal","Quijingue","BA","Não informado","1347/2011","2016-05-18","1630827","1731606","paralisada / já devia ter sido entregue / sem endereço"
"618","Brasilinha","Municipal","Piraí do Sul","PR","avenida david federmann","10896/2014","2017-08-10","171679","1514770","em andamento / já devia ter sido entregue"
"619","CEMEI Alvorada","Municipal","Contagem","MG","rua padre dermeval gomes","2092/2011",NA,"404531","1008385","não iniciada"
"620","RESIDENCIAL CANADÁ - APM - 09 - Goiânia - GO","Municipal","Goiânia","GO","rua rc 08 e rua ottawa","484/2011",NA,"341842","2024727","não iniciada"
"621","Creche Rua São João","Municipal","Santa Bárbara d'Oeste","SP","rua são joão batista","4981/2013","2019-07-30","1287387","1942225","paralisada"
"622","Campo do Pires","Municipal","Nova Lima","MG","poços de caldas","4041/2013",NA,"174227","1075629","não iniciada"
"623","PROINFÂNCIA 1 - RUA SANTOS","Municipal","Umbaúba","SE","rua santos","1206/2011","2014-12-17","1763443","1868364","paralisada / já devia ter sido entregue"
"624","JARDIM AMÉRICA II","Municipal","Águas Lindas de Goiás","GO","rua alto paraíso quadra 15 apm 20","452/2011",NA,"751593","1735607","paralisada"
"625","RUA EDVALDO MEDEIROS DE OLIVEIRA","Municipal","Bayeux","PB","Não informado","1093/2011",NA,"639856","1868190","paralisada / sem endereço"
"626","LOTEAMENTO PADRE CICERO","Municipal","Petrolina","PE","rua projetada (entre as avenidas dos gavioes e asa branca)","10853/2014","2018-12-30","820063","1540064","não iniciada"
"627","Creche Jardim Chaparral","Municipal","Mogi Guaçu","SP","avenida custódio silva neto","361/2011","2018-07-26","1261372","1786418","em andamento / já devia ter sido entregue"
"628","04.02.05 - EM Bricio Filho","Municipal","Rio de Janeiro","RJ","rua tenente serapião","3170/2012",NA,"611788","3516064","não iniciada"
"629","10.27.11 - EDI Avenida Alto Maranhão","Municipal","Rio de Janeiro","RJ","avenida alto maranhão","3170/2012",NA,"545100","5706661","não iniciada"
"630","07.11.05 - EDI EM Lincoln Bicalho Roque","Municipal","Rio de Janeiro","RJ","rua ipero","3170/2012",NA,"476142","4784814","não iniciada"
"631","07.18.03 - EDI Av. Ten. Cel. Muniz Aragão (Seconserva)","Municipal","Rio de Janeiro","RJ","avenida tenente-coronel muniz de aragão","3170/2012",NA,"257542","4081624","não iniciada"
"632","03.01.02 - Campus Escolar Rua Ana Neri","Municipal","Rio de Janeiro","RJ","rua ana neri","3170/2012","2018-07-31","611788","4784814","em andamento / já devia ter sido entregue"
"633","04.09.05 - EM Nova Holanda","Municipal","Rio de Janeiro","RJ","rua sargento silva nunes","3170/2012",NA,"519386","4081624","não iniciada"
"634","08.24.03 - EDI Rua Pedro Nava","Municipal","Rio de Janeiro","RJ","rua pedro nava","3170/2012",NA,"257542","3516064","não iniciada"
"635","07.23.02 - EDI e CA-PRI Rio das Pedras - Cond. Morada do Itanhangá","Municipal","Rio de Janeiro","RJ","rua b","3170/2012","2018-07-31","670478","4784814","em andamento / já devia ter sido entregue"
"636","Escola de Educação Infantil","Municipal","Barra de Santa Rosa","PB","rua prefeito joao inacio","1651/2011","2016-10-27","457743","865948","paralisada / já devia ter sido entregue"
"637","09.10.08 - EDI e GIN Praça Filomena Carlos Magno","Municipal","Rio de Janeiro","RJ","rua filomena carlos magno","3170/2012",NA,"493355","3516064","não iniciada"
"638","03.13.02 - EDI Rua Ferreira de Andrade","Municipal","Rio de Janeiro","RJ","rua ferreira de andrade","3170/2012",NA,"493355","3516064","não iniciada"
"639","Cmei Prof. Neusa Cleci de Lima","Municipal","Diamante D'Oeste","PR","avenida brasil","1743/2011",NA,"1134329","1610907","paralisada"
